Total_Error_mm,Percent_Error,Estimate_Type,Fishery
-2.30,-1.70,Algorithm,Penshell
-2.30,-1.70,Algorithm,Penshell
-2.30,-1.70,Algorithm,Penshell
-2.30,-1.70,Algorithm,Penshell
-2.30,-1.70,Algorithm,Penshell
-2.30,-1.70,Algorithm,Penshell
-2.30,-1.70,Algorithm,Penshell
-2.30,-1.70,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
2.00,1.54,Algorithm,Penshell
4.00,3.13,Algorithm,Penshell
4.00,3.13,Algorithm,Penshell
4.00,3.13,Algorithm,Penshell
4.00,3.13,Algorithm,Penshell
4.00,3.13,Algorithm,Penshell
4.00,3.13,Algorithm,Penshell
4.00,3.13,Algorithm,Penshell
4.00,3.13,Algorithm,Penshell
8.60,6.99,Algorithm,Penshell
8.60,6.99,Algorithm,Penshell
8.60,6.99,Algorithm,Penshell
8.60,6.99,Algorithm,Penshell
8.60,6.99,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
-3.80,-2.81,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
1.20,0.92,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
5.10,4.05,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
-1.00,-0.76,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
16.70,14.65,Algorithm,Penshell
0.30,0.23,Algorithm,Penshell
0.30,0.23,Algorithm,Penshell
0.30,0.23,Algorithm,Penshell
0.30,0.23,Algorithm,Penshell
0.30,0.23,Algorithm,Penshell
0.30,0.23,Algorithm,Penshell
15.30,13.30,Algorithm,Penshell
15.30,13.30,Algorithm,Penshell
15.30,13.30,Algorithm,Penshell
15.30,13.30,Algorithm,Penshell
15.30,13.30,Algorithm,Penshell
15.30,13.30,Algorithm,Penshell
15.30,13.30,Algorithm,Penshell
15.30,13.30,Algorithm,Penshell
4.80,3.84,Algorithm,Penshell
4.80,3.84,Algorithm,Penshell
4.80,3.84,Algorithm,Penshell
4.80,3.84,Algorithm,Penshell
9.20,7.67,Algorithm,Penshell
9.20,7.67,Algorithm,Penshell
9.20,7.67,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.70,2.96,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
3.20,2.56,Algorithm,Penshell
12.90,11.22,Algorithm,Penshell
12.90,11.22,Algorithm,Penshell
12.90,11.22,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
0.60,0.47,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
6.40,5.33,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
4.90,4.05,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
5.60,4.67,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.50,2.03,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
2.20,1.79,Algorithm,Penshell
9.70,8.43,Algorithm,Penshell
9.70,8.43,Algorithm,Penshell
9.70,8.43,Algorithm,Penshell
9.70,8.43,Algorithm,Penshell
9.70,8.43,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
9.10,7.91,Algorithm,Penshell
-39.10,-23.99,Algorithm,Penshell
-39.10,-23.99,Algorithm,Penshell
-39.10,-23.99,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
0.70,0.57,Algorithm,Penshell
-0.40,-0.32,Algorithm,Penshell
-0.40,-0.32,Algorithm,Penshell
-0.40,-0.32,Algorithm,Penshell
-0.40,-0.32,Algorithm,Penshell
-0.40,-0.32,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
3.50,2.94,Algorithm,Penshell
7.50,6.52,Algorithm,Penshell
7.50,6.52,Algorithm,Penshell
7.50,6.52,Algorithm,Penshell
7.50,6.52,Algorithm,Penshell
7.50,6.52,Algorithm,Penshell
7.50,6.52,Algorithm,Penshell
7.50,6.52,Algorithm,Penshell
-3.60,-2.86,Algorithm,Penshell
-3.60,-2.86,Algorithm,Penshell
-3.60,-2.86,Algorithm,Penshell
-3.60,-2.86,Algorithm,Penshell
-3.60,-2.86,Algorithm,Penshell
7.40,6.43,Algorithm,Penshell
7.40,6.43,Algorithm,Penshell
7.40,6.43,Algorithm,Penshell
7.40,6.43,Algorithm,Penshell
7.40,6.43,Algorithm,Penshell
7.40,6.43,Algorithm,Penshell
7.40,6.43,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
2.20,1.83,Algorithm,Penshell
3.90,3.31,Algorithm,Penshell
3.90,3.31,Algorithm,Penshell
3.90,3.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
-8.20,-6.31,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
0.70,0.58,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
1.70,1.42,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
-1.70,-1.38,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
3.10,2.65,Algorithm,Penshell
11.10,10.18,Algorithm,Penshell
11.10,10.18,Algorithm,Penshell
11.10,10.18,Algorithm,Penshell
11.10,10.18,Algorithm,Penshell
11.10,10.18,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-2.60,-2.13,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-1.20,-1.00,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
-0.70,-0.59,Algorithm,Penshell
5.20,4.64,Algorithm,Penshell
5.20,4.64,Algorithm,Penshell
5.20,4.64,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
1.20,1.04,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
-1.30,-1.12,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
2.50,2.23,Algorithm,Penshell
